pair_id,jaccard
0,0.8823529411764706
1,0.8823529411764706
2,0.8823529411764706
3,0.8823529411764706
4,0.8823529411764706
5,0.8823529411764706
6,0.8823529411764706
7,0.8823529411764706
8,0.8823529411764706
9,0.8823529411764706
10,0.8823529411764706
11,0.8823529411764706
12,1.0
13,0.8823529411764706
14,0.8823529411764706
15,0.8823529411764706
16,1.0
17,0.8823529411764706
18,1.0
19,0.8823529411764706
20,1.0
21,0.8823529411764706
22,1.0
23,0.8823529411764706
24,0.8823529411764706
25,0.8823529411764706
26,0.8823529411764706
27,0.8823529411764706
28,1.0
29,1.0
30,1.0
31,1.0
32,1.0
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,0.8823529411764706
41,1.0
42,1.0
43,0.8823529411764706
44,0.8823529411764706
45,1.0
46,0.8823529411764706
47,1.0
48,0.8823529411764706
49,1.0
50,0.8823529411764706
51,1.0
52,1.0
53,1.0
54,1.0
55,1.0
56,0.8823529411764706
57,1.0
58,1.0
59,1.0
60,1.0
61,1.0
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,0.8823529411764706
68,1.0
69,1.0
70,0.8823529411764706
71,0.8823529411764706
72,1.0
73,0.8823529411764706
74,1.0
75,0.8823529411764706
76,1.0
77,0.8823529411764706
78,1.0
79,1.0
80,1.0
81,1.0
82,1.0
83,0.8823529411764706
84,1.0
85,1.0
86,1.0
87,1.0
88,1.0
89,1.0
90,1.0
91,1.0
92,1.0
93,0.8823529411764706
94,1.0
95,1.0
96,0.8823529411764706
97,0.8823529411764706
98,1.0
99,0.8823529411764706
100,1.0
101,0.8823529411764706
102,1.0
103,0.8823529411764706
104,1.0
105,1.0
106,1.0
107,1.0
108,1.0
109,0.8823529411764706
110,1.0
111,1.0
112,1.0
113,1.0
114,1.0
115,1.0
116,1.0
117,1.0
118,0.8823529411764706
119,1.0
120,1.0
121,0.8823529411764706
122,0.8823529411764706
123,1.0
124,0.8823529411764706
125,1.0
126,0.8823529411764706
127,1.0
128,0.8823529411764706
129,1.0
130,1.0
131,1.0
132,1.0
133,1.0
134,0.8823529411764706
135,1.0
136,1.0
137,1.0
138,1.0
139,1.0
140,1.0
141,1.0
142,0.8823529411764706
143,1.0
144,1.0
145,0.8823529411764706
146,0.8823529411764706
147,1.0
148,0.8823529411764706
149,1.0
150,0.8823529411764706
151,1.0
152,0.8823529411764706
153,1.0
154,1.0
155,1.0
156,1.0
157,1.0
158,0.8823529411764706
159,1.0
160,1.0
161,1.0
162,1.0
163,1.0
164,1.0
165,0.8823529411764706
166,1.0
167,1.0
168,0.8823529411764706
169,0.8823529411764706
170,1.0
171,0.8823529411764706
172,1.0
173,0.8823529411764706
174,1.0
175,0.8823529411764706
176,1.0
177,1.0
178,1.0
179,1.0
180,1.0
181,0.8823529411764706
182,1.0
183,1.0
184,1.0
185,1.0
186,1.0
187,0.8823529411764706
188,1.0
189,1.0
190,0.8823529411764706
191,0.8823529411764706
192,1.0
193,0.8823529411764706
194,1.0
195,0.8823529411764706
196,1.0
197,0.8823529411764706
198,1.0
199,1.0
200,1.0
201,1.0
202,1.0
203,0.8823529411764706
204,1.0
205,1.0
206,1.0
207,1.0
208,0.8823529411764706
209,1.0
210,1.0
211,0.8823529411764706
212,0.8823529411764706
213,1.0
214,0.8823529411764706
215,1.0
216,0.8823529411764706
217,1.0
218,0.8823529411764706
219,1.0
220,1.0
221,1.0
222,1.0
223,1.0
224,0.8823529411764706
225,1.0
226,1.0
227,1.0
228,0.8823529411764706
229,1.0
230,1.0
231,0.8823529411764706
232,0.8823529411764706
233,1.0
234,0.8823529411764706
235,1.0
236,0.8823529411764706
237,1.0
238,0.8823529411764706
239,1.0
240,1.0
241,1.0
242,1.0
243,1.0
244,0.8823529411764706
245,1.0
246,1.0
247,0.8823529411764706
248,1.0
249,1.0
250,0.8823529411764706
251,0.8823529411764706
252,1.0
253,0.8823529411764706
254,1.0
255,0.8823529411764706
256,1.0
257,0.8823529411764706
258,1.0
259,1.0
260,1.0
261,1.0
262,1.0
263,0.8823529411764706
264,1.0
265,0.8823529411764706
266,1.0
267,1.0
268,0.8823529411764706
269,0.8823529411764706
270,1.0
271,0.8823529411764706
272,1.0
273,0.8823529411764706
274,1.0
275,0.8823529411764706
276,1.0
277,1.0
278,1.0
279,1.0
280,1.0
281,0.8823529411764706
282,0.8823529411764706
283,1.0
284,1.0
285,0.8823529411764706
286,0.8823529411764706
287,1.0
288,0.8823529411764706
289,1.0
290,0.8823529411764706
291,1.0
292,0.8823529411764706
293,1.0
294,1.0
295,1.0
296,1.0
297,1.0
298,0.8823529411764706
299,0.8823529411764706
300,0.8823529411764706
301,0.8823529411764706
302,1.0
303,0.8823529411764706
304,1.0
305,0.8823529411764706
306,1.0
307,0.8823529411764706
308,1.0
309,0.8823529411764706
310,0.8823529411764706
311,0.8823529411764706
312,0.8823529411764706
313,0.8823529411764706
314,1.0
315,1.0
316,0.8823529411764706
317,0.8823529411764706
318,1.0
319,0.8823529411764706
320,1.0
321,0.8823529411764706
322,1.0
323,0.8823529411764706
324,1.0
325,1.0
326,1.0
327,1.0
328,1.0
329,0.8823529411764706
330,0.8823529411764706
331,0.8823529411764706
332,1.0
333,0.8823529411764706
334,1.0
335,0.8823529411764706
336,1.0
337,0.8823529411764706
338,1.0
339,1.0
340,1.0
341,1.0
342,1.0
343,0.8823529411764706
344,0.8823529411764706
345,0.8823529411764706
346,0.8823529411764706
347,0.8823529411764706
348,0.8823529411764706
349,0.8823529411764706
350,0.8823529411764706
351,0.8823529411764706
352,0.8823529411764706
353,0.8823529411764706
354,0.8823529411764706
355,0.8823529411764706
356,0.8823529411764706
357,0.8823529411764706
358,1.0
359,0.8823529411764706
360,1.0
361,0.8823529411764706
362,1.0
363,0.8823529411764706
364,0.8823529411764706
365,0.8823529411764706
366,0.8823529411764706
367,0.8823529411764706
368,1.0
369,0.8823529411764706
370,1.0
371,0.8823529411764706
372,1.0
373,0.8823529411764706
374,1.0
375,1.0
376,1.0
377,1.0
378,1.0
379,0.8823529411764706
380,0.8823529411764706
381,1.0
382,0.8823529411764706
383,1.0
384,0.8823529411764706
385,0.8823529411764706
386,0.8823529411764706
387,0.8823529411764706
388,0.8823529411764706
389,1.0
390,0.8823529411764706
391,1.0
392,0.8823529411764706
393,1.0
394,1.0
395,1.0
396,1.0
397,1.0
398,0.8823529411764706
399,0.8823529411764706
400,1.0
401,0.8823529411764706
402,0.8823529411764706
403,0.8823529411764706
404,0.8823529411764706
405,0.8823529411764706
406,1.0
407,0.8823529411764706
408,1.0
409,1.0
410,1.0
411,1.0
412,1.0
413,0.8823529411764706
414,0.8823529411764706
415,0.8823529411764706
416,0.8823529411764706
417,0.8823529411764706
418,0.8823529411764706
419,1.0
420,1.0
421,1.0
422,1.0
423,1.0
424,0.8823529411764706
425,1.0
426,1.0
427,1.0
428,0.8823529411764706
429,1.0
430,1.0
431,0.8823529411764706
432,1.0
433,0.8823529411764706
434,0.8823529411764706
