pair_id,jaccard
0,0.8823529411764706
1,1.0
2,1.0
3,1.0
4,0.8823529411764706
5,0.8823529411764706
6,0.8823529411764706
7,1.0
8,1.0
9,1.0
10,0.8823529411764706
11,1.0
12,0.8823529411764706
13,0.8823529411764706
14,1.0
15,0.8823529411764706
16,0.8823529411764706
17,1.0
18,0.8823529411764706
19,0.8823529411764706
20,0.8823529411764706
21,0.8823529411764706
22,0.8823529411764706
23,1.0
24,0.8823529411764706
25,0.8823529411764706
26,0.8823529411764706
27,1.0
28,0.8823529411764706
29,0.8823529411764706
30,0.8823529411764706
31,0.8823529411764706
32,1.0
33,1.0
34,1.0
35,0.8823529411764706
36,0.8823529411764706
37,0.8823529411764706
38,1.0
39,0.8823529411764706
40,1.0
41,1.0
42,0.8823529411764706
43,1.0
44,1.0
45,0.8823529411764706
46,1.0
47,1.0
48,1.0
49,1.0
50,1.0
51,0.8823529411764706
52,1.0
53,1.0
54,1.0
55,0.8823529411764706
56,1.0
57,1.0
58,1.0
59,0.8823529411764706
60,0.8823529411764706
61,0.8823529411764706
62,1.0
63,1.0
64,1.0
65,0.8823529411764706
66,1.0
67,0.8823529411764706
68,0.8823529411764706
69,1.0
70,0.8823529411764706
71,0.8823529411764706
72,1.0
73,0.8823529411764706
74,0.8823529411764706
75,0.8823529411764706
76,0.8823529411764706
77,0.8823529411764706
78,1.0
79,0.8823529411764706
80,0.8823529411764706
81,0.8823529411764706
82,1.0
83,0.8823529411764706
84,1.0
85,0.8823529411764706
86,0.8823529411764706
87,0.8823529411764706
88,1.0
89,1.0
90,1.0
91,0.8823529411764706
92,1.0
93,0.8823529411764706
94,0.8823529411764706
95,1.0
96,0.8823529411764706
97,0.8823529411764706
98,1.0
99,0.8823529411764706
100,0.8823529411764706
101,0.8823529411764706
102,0.8823529411764706
103,0.8823529411764706
104,1.0
105,0.8823529411764706
106,0.8823529411764706
107,0.8823529411764706
108,1.0
109,0.8823529411764706
110,0.8823529411764706
111,0.8823529411764706
112,0.8823529411764706
113,1.0
114,1.0
115,1.0
116,0.8823529411764706
117,1.0
118,0.8823529411764706
119,0.8823529411764706
120,1.0
121,0.8823529411764706
122,0.8823529411764706
123,1.0
124,0.8823529411764706
125,0.8823529411764706
126,0.8823529411764706
127,0.8823529411764706
128,0.8823529411764706
129,1.0
130,0.8823529411764706
131,0.8823529411764706
132,0.8823529411764706
133,1.0
134,0.8823529411764706
135,1.0
136,1.0
137,0.8823529411764706
138,0.8823529411764706
139,0.8823529411764706
140,1.0
141,0.8823529411764706
142,1.0
143,1.0
144,0.8823529411764706
145,1.0
146,1.0
147,0.8823529411764706
148,1.0
149,1.0
150,1.0
151,1.0
152,1.0
153,0.8823529411764706
154,1.0
155,1.0
156,1.0
157,0.8823529411764706
158,1.0
159,1.0
160,0.8823529411764706
161,0.8823529411764706
162,0.8823529411764706
163,1.0
164,0.8823529411764706
165,1.0
166,1.0
167,0.8823529411764706
168,1.0
169,1.0
170,0.8823529411764706
171,1.0
172,1.0
173,1.0
174,1.0
175,1.0
176,0.8823529411764706
177,1.0
178,1.0
179,1.0
180,0.8823529411764706
181,1.0
182,0.8823529411764706
183,0.8823529411764706
184,0.8823529411764706
185,1.0
186,0.8823529411764706
187,1.0
